Signal Strength (dBm),Network Latency (ms),Packet Loss (%),Connection Type,Network Congestion Level,Average Data Throughput (Mbps),Number of Users,Network Availability (%),Signal to Noise Ratio (SNR),Number of Active Connections,Weather (Temperature in °C),Wi-Fi Interference,Network Downtime (hours),Customer Satisfaction Score,Traffic Volume (GB)
-43.812809326579305,21.535021971310925,0.3836997142216556,1,0.6815115016901314,45.95550317530889,783,99.05282132697408,21.42701947407357,18,20.668926679926816,11.424809335234148,1.816941278039659,4.985174428628747,75.12267626813028
-52.28650827543395,36.07947567005754,0.6406807528732965,3,0.618309874817243,52.68461899866732,848,99.98968280520141,20.103905204493184,85,13.098721373245255,9.057723245084626,1.8029772707819367,2.1370658644904847,105.37648038473068
-50.21411690655788,22.445011168660507,0.4177132395002022,3,0.7058438694883588,50.25755350923263,786,100.19577182520645,17.359693829560637,83,22.003823658908306,10.09899894633969,2.541780504853194,3.7550627832008883,95.17156118595972
-49.709886325958024,28.98013345406322,0.7969509507745665,2,0.7085438685219909,45.29000579247022,131,99.34023653782212,21.720853371664585,33,22.09646075451153,10.23845242463621,1.9573923728263285,3.9013719223103083,59.75200312496192
-45.75784558897358,44.4694414638698,0.6467375988327678,2,0.7261707283476339,52.94145883889106,835,100.64014881933431,17.550672898449687,28,25.769978916945924,8.180905165651922,2.1975463077057054,2.5727844773756186,70.02933916278258
-61.234446669923024,23.39165764189854,0.42033874303720214,2,0.8766242409671854,57.732612214201446,153,98.27771054913254,22.140204392398786,60,22.600725112932846,12.293632285330306,3.4236347593323098,4.034156715141087,69.21693238163955
-53.03350147382648,14.270107429271391,0.5020013805001611,2,0.6867555280300427,48.15093382983012,522,100.04736621666417,31.5625531529252,90,18.935979319835756,8.645739734018887,1.374583957402139,3.561992281800751,77.87683355921587
-48.943581538602636,19.474528081298896,0.5753644281633463,1,0.8004597867124482,45.39444426845385,797,99.5432076566981,23.30081221160611,11,24.48951927570218,10.505621561158602,1.6147505863381078,4.242644494507433,84.2132056316652
-43.99960521786569,39.942988266876235,0.5783660474226708,2,0.7229587396975701,46.57487592000547,333,99.2566743693574,19.056609670964352,19,18.75587522497335,10.285452169225982,1.1746674989930974,4.28831997703035,81.18252523773964
-52.45951223753102,32.547311373802096,0.5442336259976197,1,0.6761755698101546,27.020874672142682,928,99.93888738076441,21.277822357096017,78,25.526617521498974,10.771823172026116,1.1512185314604886,4.371828564779358,92.84470963932709
-59.382763530209374,28.711226213112464,0.625215903696611,3,0.6880840730048765,52.83059546508912,842,99.3048958672957,18.400794815943712,15,27.778762175911233,13.226265355055034,2.952772642855008,3.4924818854424338,66.55647096270616
-46.90144277016932,24.909061946884307,0.487703105336563,3,0.6941173590831949,37.908887110114485,209,98.9564827052289,19.08085587754252,71,9.600646739451548,7.835909218628233,1.7904481999172286,4.151821304567454,70.30569875836606
-53.17681194412815,34.8535990755319,0.4633282331423967,1,0.7279767707728216,56.29718724118924,978,99.55772424308475,19.44138247564371,75,18.25360981289763,9.96796161105529,0.683068733334455,5.2115451670002,90.24270122537887
-55.9483332954518,21.508951490097765,0.46531360120753895,2,0.604067923478103,49.09575899324706,199,99.47290460595113,22.376400357491175,17,24.32375228321846,9.874656321076035,1.8586735548133975,4.796940292694645,44.647915464578304
-53.12172694856612,33.05665568642596,0.5858373231972127,3,0.5534659616555032,51.051210965304406,811,99.10972073122373,24.53395826341772,77,22.461725511707286,9.123167534971252,1.7530074987372328,4.303013296256396,98.61443949224576
-50.922626788279246,22.687454311870432,0.5365181040302646,1,0.7654297393474275,57.00329170606202,310,99.21342480464908,30.546040815038978,68,28.48554535754217,11.465054609347984,1.4753055268198065,3.0336012847706453,72.66882480295222
-53.02372332269106,21.02340614724946,0.5291283665690256,3,0.7898123832581259,40.73476233659065,832,99.2934787480095,23.242248006539988,59,28.254587681469186,6.506184775083112,1.7794347899908036,1.4081028145702135,76.6157811616413
-61.02783028549535,23.625125651749883,0.5795234249257182,2,0.7745635832802802,53.69248443350957,502,98.68687590614749,14.515782504734252,45,26.630700122874174,14.193545549207421,2.078817709201539,2.012467360330205,69.03985987427754
-45.51466901556434,26.24592553516038,0.2948947592146145,1,0.7154972018556472,52.67621052562665,936,98.65465759740377,13.595252154602122,17,13.56674181267585,14.334706558360352,1.794935426167765,4.639474919410317,96.5230900173685
-43.62562479360639,29.511701640662967,0.531006882387515,3,0.7767224627453289,48.15219167357207,249,99.96654471563741,19.66431055934301,26,21.184752971792967,8.102892509610538,2.4260131780992555,3.1973445525317437,66.55047053944233
-46.74239004330247,32.35455795111115,0.5218568888873716,2,0.7713429026017142,40.71813799236462,774,98.78811536832717,25.00213494059704,68,25.20254361845305,9.70562945561996,1.9692185345470816,2.72027547072081,91.24885573574986
-55.688428352124085,-6.88365291428444,0.6668808081300706,1,0.7787629358954954,55.95238364055164,493,99.49109814962912,18.960229758647454,87,21.867808577778256,4.6232195396708935,2.0067245169171435,3.345481136427475,83.45836217707486
-51.00745766973759,21.92349442253235,0.3471412017736333,1,0.6140459178657887,57.034545444193164,754,98.56534847579489,19.03772411616093,17,21.36895060614805,8.038215362977583,1.9038318697487857,3.863732811446328,68.12665303977508
-50.03260657614729,26.08430022643961,0.6557186632376758,1,0.5903048202845369,51.13602025977884,357,100.25307025480683,24.499438586004967,98,28.18791084181021,16.931468392456033,1.3830773175721411,4.084244429122035,90.1837661508762
-47.00602805219045,45.050620386083295,0.5075409128924666,1,0.6611430753247729,39.296975842853556,344,99.36516446396459,19.866162608523815,87,23.791587486211064,11.800850706686568,1.4030483164839866,3.266610779176573,90.42576343742178
-46.65829755640959,19.199973916178678,0.5488989530660044,3,0.6982615890457344,44.72550967074546,249,100.0588575664403,25.17205098252127,96,20.738113543666746,12.05230162064534,2.060349241067755,4.91492710425987,76.12155533583109
-53.670868993892476,31.627966180999124,0.6675918787609376,1,0.675807887286771,49.39667277579933,723,100.55720597034515,12.475905417358593,52,16.072384100021132,8.514802046482906,1.620884317993926,3.7816270333237054,88.59434181638294
-49.5900222179322,44.95030309735837,0.5560761268005573,1,0.5123309668662124,56.88494549982094,198,98.85558793030299,22.383514226316628,72,30.602138481908163,9.693651163583509,2.2989274342505412,3.747531740007817,78.92079523436405
-47.71359797692379,16.87031470052727,0.540036828946256,1,0.8721692612135141,34.16510598886883,202,99.15962030330394,11.11887952499747,90,23.51231850130546,9.82047405286781,1.8324323087773098,3.0754137504752896,56.088045397265866
-42.720888389266165,33.93975225864402,0.5242291185802318,1,0.6725954011114263,44.36196535695623,822,99.93600716774229,21.333216666084247,21,19.66726644198463,5.796401290598613,1.6135568801499907,5.9490664795331805,65.86497490822805
-46.477467300876384,21.977281660654796,0.4516521865005623,1,0.7172704416576953,45.97327440057798,111,99.18354983403367,24.503264548829794,93,26.65664178579498,10.355798674931249,2.129455236666408,3.8350214666291156,78.32729951038094
-46.054716563122405,24.953662577107654,0.4971510875489607,2,0.8244548990763059,49.16778420596971,992,99.64518452418328,11.859232195264964,65,13.982627648135916,12.251146711664026,2.0136176827372427,4.543000575233347,94.05661226588094
-49.5808668603532,21.968891660466856,0.4284487233877251,3,0.46550277304787946,36.98674715975153,325,99.55128865781417,8.52380754684194,58,30.760424591951736,15.297741026545001,1.1714254993357307,4.173098956950765,71.42658292795471
-42.94770427398248,22.68142691584114,0.4955433100574518,2,0.6488306128088287,47.82467221626667,912,98.32855289291888,24.2549909853033,61,25.05514031827229,10.718954823101898,1.0899079312178985,5.243802520495837,101.244975002089
-47.95118602020251,57.21912147906493,0.26640693029449036,3,0.6612882726420195,46.895164356874105,541,99.97183460921268,22.24706443070651,20,32.97162430188676,9.595585566769342,2.285628434993287,3.1517994351151257,69.21410602124833
-54.30543955086785,38.44455872071666,0.5429039567567548,1,0.6663689954549354,39.624081285103436,247,99.43142742082122,14.507230872096159,36,25.16509272623074,9.601743708509773,1.6287152789809816,4.525672303021944,45.844494198236546
-42.98315014937405,41.01737861786209,0.48782627462163747,3,0.6826513409286047,48.820324158313156,278,98.90298669342506,21.22179208986008,71,23.1934728746335,11.105526832260297,2.0759145394681995,3.6849923038318524,82.44854234592589
-46.51048363730486,34.91993486836496,0.4663796263333236,1,0.8447134798444844,44.588309032144984,106,100.27342084582203,17.292807178940574,18,18.978328998241594,12.30750531854496,2.116216921194642,4.189291797653473,53.20462289334364
-52.21522010564241,13.937432115980421,0.5219758083940144,1,0.7673458875727222,54.95586142509707,251,99.14855922258863,19.104267612362666,91,19.80874662860295,13.200457076651134,2.601659483573455,3.654669474186628,73.62413976805676
-52.397464836996214,33.94957970323307,0.35664360770345593,2,0.7958035268628829,41.14672438995662,934,99.12108705043603,18.65831305029607,45,15.79642912739101,3.6285202660803355,2.824783552526307,5.914021287113971,79.72702356350788
-48.51712227429619,40.72929614507346,0.6929269996621282,2,0.7047120271810924,50.898341221284554,681,98.59957558144276,13.34639938579237,55,31.8869328541141,13.195372422219204,1.4279866230384388,3.8876134678040497,88.83468255335877
-47.68407602366208,21.466005259608885,0.48972325385124005,2,0.5600626953854498,41.916111627707316,452,99.79752018635953,24.505478440385552,93,22.66315205539535,6.398780828037399,1.92538455272826,2.444388721340075,90.52932585983521
-49.01353867184397,39.65326667161126,0.485415556702781,3,0.49203029648539925,44.002457618411874,664,99.52124189838635,14.704668207132467,38,26.351372897333388,7.050547540957025,1.938229231879976,3.8706428995054374,65.4440875691329
-48.443456632785576,37.04336209854079,0.4034603789867078,3,0.5470592276768369,52.972916277054054,773,98.63090400851205,20.46327154315355,77,27.147755243944566,9.369744917039911,2.759514967554097,4.133252380723312,104.10053640980269
-41.5002131271181,48.5204004481367,0.5023946382449261,2,0.7359765704166019,52.34717732842156,516,99.62281339461111,23.260285746617548,88,20.879688026496545,11.503885984976998,1.2802770796743905,4.130949795682235,99.26447483853241
-44.64228423882557,25.82216987486381,0.638695989027328,2,0.7031769712697634,45.82977817421639,704,99.9137685505463,15.849618178042913,50,17.989176569261787,6.057924104134613,2.7177865862197823,2.7274747579143783,97.6858980464196
-49.04682204367488,19.023890177242734,0.6035916209432034,1,0.6789836352443992,47.30589381667332,762,99.73106712194979,18.625629722520443,37,18.417212775971826,8.215754929648227,2.2813130433543534,2.8159822824091227,97.46383805144305
-45.29344709616258,26.383718906274545,0.5854437751140557,3,0.6631423093259863,35.46393554890476,669,100.16235522353033,17.45618567659119,73,14.263810102167866,10.85933101171506,1.7253237268133967,5.858435879467557,85.36904735121102
-55.162619517637694,44.355709931636234,0.5546398951667272,1,0.9011721575442746,64.027643105807,295,99.1978379201016,28.62246933677119,33,16.40611596293914,11.448044438099126,2.4361434277486382,3.7740728245454793,87.48072127121664
-48.01036475026596,11.71594119158037,0.464145747243739,3,0.6177096409023525,56.87456397878028,424,100.3838605287214,24.57449668501894,25,24.675503142674447,11.376584046231489,1.8125442249917079,3.8780561587292897,75.1135215204911
-40.95346825133445,9.316242845689679,0.3549836832963298,2,0.7927819456116059,56.51448050871107,581,99.50182188225088,23.799359103085077,31,27.11542509256798,12.823665519490454,1.191966948832623,6.088909010831784,59.38148781448838
-51.090229476961866,30.89395278931613,0.4798961228133365,3,0.7001912936020993,34.049677830437844,307,99.90024765325352,31.05208178381035,56,22.027903235721475,13.43108958991624,2.0604890350337346,4.802143665560292,39.74179111362815
-54.238169643095425,25.57410707225844,0.47641285354663226,3,0.6939060488214003,44.04510007510713,402,100.13881287708475,21.760533979687843,26,26.617834148417735,10.322250204232585,1.8678471993972208,3.965868458133358,56.12372116494522
-53.2604444429653,30.077278931756847,0.6048794439671241,1,0.8176637548616743,46.65453971076377,398,100.82480106934896,18.32021360778852,10,26.735894965410047,9.794087510534546,1.7572552687964145,4.23579233698507,63.58661461115767
-55.44816518671194,39.45311771235865,0.530939044245982,2,0.8462530382691444,30.68938507965988,525,98.95941625359407,12.800861707242696,40,20.4291501343843,7.619318124788929,1.6046688204710085,5.995230292870824,46.75491388625734
-53.923809540638516,24.474306538811476,0.6612311527903548,2,0.6760450543115162,58.89950096076087,161,99.1302848276266,16.502356207640492,98,27.436762795612157,8.264690414785175,2.307714435252858,3.366641888373581,87.66543533604356
-51.85254049295015,11.269941690693795,0.6197488540038174,2,0.7799202719242142,64.53884488548135,294,99.5949306087842,20.796303162857743,21,21.187041552037265,5.912410052768711,1.9925512566253156,4.834624981542625,78.64329274050488
-57.02783509589321,50.44481557199944,0.45435043904959044,1,0.7363891362150053,70.61934956003614,666,99.31457036949097,24.6569319429807,29,19.85610245391904,14.166947995547337,1.762250462715809,4.681306961918518,68.82920712959339
-49.92190833025199,20.027717125612238,0.32048708033801315,1,0.7007437138809914,39.541161724822636,462,99.09910772116547,16.730542703062106,28,22.430961457075885,9.795066698791866,1.6966577334248327,4.060293548853437,71.71528100068836
-45.48861413106676,19.409628779879025,0.6385575233941481,1,0.7204254942657026,51.17323496834274,660,98.73757791471313,27.91835050673426,14,14.952683133662994,12.232478007483945,1.770001106860053,3.4539807118282044,72.2183927081616
-54.5387809007346,41.037200137225966,0.6359385223230745,3,0.6311991185155161,63.228182691504216,717,99.56293666501006,12.30205564161035,24,21.81667762373104,18.031274959108664,1.7086931259072342,4.402972166961101,79.14135621739527
-42.40358038179116,26.15510878958482,0.36337884090977735,3,0.6693900606668914,47.46381521053046,177,99.89774164567454,18.12266102178817,34,10.458156646540516,16.678943191859695,1.7967107601615766,3.9973196085067992,52.99083858204395
-47.44603955736203,29.366101479651892,0.65092400198275,1,0.6419364720247294,44.33012086157322,986,99.67612766445178,22.01896157877472,44,25.37694781499364,13.326357336434526,2.3633403830290485,4.718982130473896,87.19235676866415
-44.847097071879716,34.82790124060318,0.5382117170592517,1,0.790137671642892,31.33982326455509,383,98.68505907782466,20.655858174763672,64,15.529724702079763,8.869440174206304,1.8142861251350646,2.36117871668262,71.90755464782907
-53.28917276926069,40.83583103109996,0.5160685498125653,2,0.6904798884458937,61.32622457771749,156,98.6969418571039,22.383626421425554,72,21.967611535187505,12.403052618363851,2.0766799978161243,7.183105916237867,59.645501842327576
-45.72737386466692,26.66539306818228,0.6614783254247327,3,0.5702285975384961,49.80739243926635,780,99.53060350198363,20.6425631839572,56,29.421780558314932,9.984640793865037,1.8076197162766567,4.594449953221302,85.75735563323869
-55.45966950197656,45.19952005914299,0.6344685173230615,3,0.6276562776836911,42.706581410369374,475,99.38057554452645,23.24113985653659,76,22.356713220061344,7.179751991592353,1.11296671729523,4.483916561639984,69.66367196037223
-45.548762495817456,8.642001512651944,0.5651330951995204,2,0.3800735354787821,52.838572898288604,475,99.3410798980011,18.780376401476296,91,12.532499409496577,7.263761010673996,2.109234758676822,6.055224396993495,82.65644708879556
-49.14080330103234,37.59787236953077,0.5473217065811983,2,0.6505507398117851,51.53005373178665,818,99.3612046318175,18.497047154143367,73,22.6464026300914,12.556128937063722,1.6418819292910256,3.375162058698285,92.27981005615696
-47.23374390007608,21.604724419823427,0.5616394290530359,2,0.7037645065097149,51.68259102354592,871,99.25091520740833,15.875100875037834,31,20.722203419083524,12.208857936646444,2.333553575421238,3.305436985791548,83.80226892618235
-55.87797302812426,43.72271316607991,0.4599942566117474,1,0.6863864151133026,47.82901937673325,887,99.57441250214607,30.86856701532649,89,26.658684602870085,13.661135950190054,2.8275206792795786,3.673383757964091,103.3379520807502
-54.475349211383026,31.420444788305453,0.4944898550267679,1,0.8980154351531392,66.22358158763366,472,100.05061237176577,19.607539509497187,88,21.43388125258692,9.292848688836228,1.6693593221995537,6.1723102847012035,86.93180462626435
-47.01385890873308,23.270946679905983,0.4097682845405457,1,0.7574906040915036,48.66340266737578,956,99.03289780078777,22.177635847018095,78,27.57627524873596,8.675515456817873,2.452610515181359,3.9073920080486158,93.27011119852338
-54.741740021121004,36.628410930216326,0.46669602242610814,1,0.7530451853089151,66.19322076323304,774,99.72642474322602,18.94330921431478,86,24.17829105247764,6.732312243703362,1.7939576037048535,6.7578037912258315,82.58879002946914
-47.683968539504384,38.93188347207251,0.4633366121331067,1,0.5356730965429721,55.641169264001974,343,99.54134581520061,27.959432840663954,83,26.374401405022745,5.027852681566619,1.8462205430265108,3.4675426388959343,92.40424314781852
-56.83568903230123,36.418941228586384,0.4364694630378335,3,0.6635357945882867,53.51170142761731,861,98.6084498862065,19.94394984932523,89,21.533560367092083,7.457618239128477,2.188910634856274,1.380771209022083,93.36375332132558
-45.759128936666656,19.703037603669394,0.5136746502648463,3,0.6513337192676304,48.86725246721845,920,99.17217668464185,21.63743878562422,11,28.417574257931808,8.043708189075085,1.016703026701105,2.3177529668856596,78.07906146070398
-56.16261657384254,25.159828763779153,0.4676019149299423,3,0.6213918801191991,59.73956693545921,138,99.50505252960143,15.638156032183087,34,19.44177664957673,6.5882847434619904,1.1378640594343379,4.589873143624845,66.87191502589316
-47.23850031160239,29.95927162878565,0.5502234720351974,2,0.6200119334486653,51.12991767577995,408,100.58219683166257,28.802323142335347,70,12.835903096545689,8.460718187776894,2.028704367028528,4.647771666455845,77.64404923416923
-46.87184533177,29.587403473499396,0.3377679386706235,3,0.5191877046058375,40.67868784886468,732,99.1374095588217,21.084971827560942,14,16.523027375682084,15.688115024873978,0.6907117004817755,4.362719479295033,61.83904472983897
-53.483859092147874,37.497454754383476,0.48866452058927,2,0.5724146795318671,40.34507809001964,185,99.19487341992904,28.984315884770048,37,22.603333605677737,7.935510455541223,2.5426327170246923,2.9709368120358324,38.379802743631316
-47.08986716457637,9.850987674933918,0.5131551640177495,3,0.7874093402764949,54.22484621934272,198,99.70657859492765,16.9962772730902,90,23.353788254905414,4.45291246311197,2.667522156972073,2.8064873625492517,92.93257367004684
-48.69778868333222,33.343270545535034,0.46893707601631196,1,0.6857085308006817,40.92621114833504,473,99.4433620872193,17.79003502817312,75,22.7769015456803,10.45600063956187,2.1768121323707983,2.554427519405012,87.26035846331648
-52.69420928096369,27.1001864556336,0.4827607300190769,3,0.6493597581725665,49.377689430275005,857,98.86915214251938,17.36426833038166,24,28.09365484870223,11.922020583129427,1.934647718295572,3.685783210390329,81.6144937580969
-55.04277342038104,21.61499383616048,0.3414753989270143,1,0.6994588665347291,60.57184538551091,594,98.63249181204692,18.581661641603255,64,22.945052225262707,7.3418419776876,2.554485823428556,4.349091801136851,85.55759030532893
-59.8131284583629,22.575132222304006,0.5356477104669493,1,0.8167390678701151,53.03970177894334,959,98.56931874517751,23.352758543060123,47,23.64761068415767,12.273650196091697,1.7675795160216403,5.284733361831698,92.63713405347076
-48.25174976350153,27.854623354820365,0.564760598256707,3,0.7004210520875785,42.778651296712525,307,99.9250128490764,9.758473049082493,32,26.900356008123687,15.414346833725464,1.8115019985900809,4.942886805531919,54.78521431077438
-57.824013856810275,-6.010851044595178,0.5493537294203767,3,0.7540374130931038,64.0998751161614,724,98.9847717341121,19.75865797398942,91,13.617048908220086,9.300834408891054,1.931363438651701,4.1812850937233925,86.57393850950824
-49.52327900279346,22.9871042920845,0.6038727059442183,1,0.6153395157611742,55.47875236994702,182,100.68495246618794,16.09664680991161,23,25.614746400337545,12.229719571444331,1.5862398593990106,6.684425931957628,70.54281519783284
-51.31724108041124,21.241851753537066,0.5201529605782502,2,0.6381370049253281,60.17792987204089,676,99.23593328343095,15.559744408634895,41,28.58149843594192,12.773068904458846,2.6457804794498494,4.052684947526879,75.47543518325968
-46.60428612280902,35.32783209322624,0.5478681180650937,2,0.7353976885063674,27.324416567906976,100,99.88573790040977,22.341241268559656,53,25.58794378605141,11.232370474520993,2.630294927863995,1.7412278060544821,74.15609201167362
-51.51022749744932,21.944733174894793,0.5156090738456852,3,0.8892653708337114,53.30852878262746,536,98.91912503672253,21.500080207935778,79,23.575015672541145,12.725411827980386,1.5295459775368643,2.668681815720535,97.93212637655145
-51.64723893173546,27.8488619982951,0.5687550719592495,1,0.8429774859514874,58.42157836379893,785,99.59495101252341,24.315359238981266,91,26.014190211125957,11.597065593569571,1.625154720447218,4.1107417402853255,98.29624549461674
-46.340646478558526,45.42276627661302,0.34227703638678775,2,0.7582828069456139,67.00288642297991,349,100.20674632860646,21.936917915312144,67,11.269300574602344,7.158605236527472,1.8253652190720868,2.6653221407475027,81.84304692804554
-48.32470985457941,39.94351519815423,0.4106419032021989,3,0.7151433760160718,35.36181415848958,509,99.32508994663203,20.89872167129397,13,21.351847361421395,3.2812170233144595,2.601042412896894,5.318079008239463,52.12811512116142
-48.41922021408611,39.02271399943453,0.6586899657033092,3,0.8401069355627171,62.06114589194533,837,98.95720335704102,17.207124630872507,71,15.508446514108094,10.560518098542879,1.8227746026095473,4.233279711565783,96.60710569866772
-47.653662050957365,25.001275695891483,0.2539564177903795,1,0.7794678323045123,66.44380285701244,485,99.31385016509824,15.36560277309663,69,23.916352984045606,9.305905966461527,2.0786152332152055,5.34783253135132,118.0531361088829
-57.67786061603553,35.430322792896526,0.4859822070174656,2,0.4706337977629338,29.827110227210206,895,99.39188721512447,22.995571580414417,84,16.979592743002698,5.119605316292994,1.4663886479273405,4.278103825701036,84.10178875852151
-46.21605660006509,27.66102199546406,0.6172274959608068,3,0.5946069152144777,54.785911098697426,183,99.00715757899793,18.720832435604922,68,26.249285449471582,9.35409907708369,2.760970296932612,1.5769512295822041,86.89482741978489
-46.937656029931986,28.039067893230623,0.49067393344582355,2,0.7338140325357931,56.17620814340702,589,100.32647796381973,21.99608153779035,84,19.9198443257285,9.596084652045105,1.415402076613336,5.51523801294191,84.39077940234316
-55.083415642882485,34.0968534374655,0.45949889285493023,3,0.5213032434449028,46.729923373480936,338,99.50937636300533,19.977438266655064,38,15.564627449641808,10.897093706132639,1.7942390998635824,3.944072191822769,67.83932095335079
-51.220402368371005,24.030064115790676,0.51294216768153,3,0.6102410995243137,45.099055399337104,639,100.14011894622847,9.782002414729533,28,17.27769101540064,13.344595222363097,1.1468622067109264,3.995044589526595,61.478899250506856
-50.19653643813815,44.930031044432035,0.46468798199975536,2,0.6300185056342026,56.67853913287822,479,100.03719117295938,22.41750346633015,26,15.434012778328777,7.57783765631555,2.617499958879002,4.477561126738557,69.53733051369
-50.67248392200867,28.39869860402063,0.5030849492756939,2,0.6743834093754166,43.85018246589368,898,100.35060181372415,16.870621742708146,13,21.823465024067076,3.806937362887086,1.9843149544323588,3.8633234208970015,53.17688184208268
-48.330700167157325,36.18360566259665,0.431661896347987,1,0.6712569791773791,47.82750671581902,490,98.87046358117807,24.320991376680123,53,25.082838104849266,8.794006583745178,2.8893103436957506,4.569216356723104,79.40402972103907
-42.84316609084408,44.55600479257298,0.6108674419955724,1,0.6710879572833173,58.124349008239214,427,99.8222748629436,10.705640568424394,13,18.77510008227326,12.442206730555409,1.509563567647921,4.238341716140605,79.82056061445687
-44.59116636163586,40.31653774575175,0.6423264921065661,1,0.7825307517240313,67.54043050326864,579,99.24808536070742,29.495303835309333,68,14.705481870892418,14.014562640135335,2.524650434964645,3.957843555639416,81.23829444403728
-56.56109596715703,15.910808973094754,0.4866609677888377,1,0.6734776134549465,55.37984272542018,403,99.42896679318713,17.020043677849408,21,21.931078511478983,8.192077328973205,2.196730117775712,2.57056338571334,54.86974362275258
-46.889650048469754,34.44895895009884,0.36135105793087563,2,0.6615369867928765,51.33484495414512,381,98.95954679885138,22.35596993536369,56,21.82146954317493,11.754924069476715,1.603339366891935,4.044435665765652,62.79185196446747
-43.355333402322955,38.50719394460647,0.4476156829686605,1,0.5650827895856483,44.8360251533923,794,100.66253429089599,16.437110368574835,16,19.50503865992908,6.700039835719785,1.6703857925457233,3.883166597389188,73.46097918052025
-48.06595739655398,38.918630221607486,0.48160113398970356,2,0.8024346201985825,39.89399959348944,444,99.13241193574557,17.116695295415045,94,18.07563906466796,10.02063882362304,2.273893398701389,4.69894452231567,83.46145990819367
-44.545097874070166,18.86705165885369,0.5505538876903208,3,0.6328502486052513,61.095782415009495,234,99.82639789178224,23.426486790662434,21,28.3985526256231,1.4516173581247713,1.9809636204326253,4.8010916072860725,78.85436534432252
-39.93864777149618,23.42964762982676,0.3991986776829322,2,0.5912969671998725,48.46550148873116,567,98.85717876958041,18.98990845900418,80,19.037580257180558,9.01747711110168,1.657781081761221,3.813471546006371,76.96221926006481
-44.88145226946509,39.945582357416214,0.4230837681357849,1,0.721309057486897,61.507032746667285,460,99.37277076821204,19.33714882441129,63,14.794514026843231,10.959529426540639,2.8741232058994104,3.6947025827460713,86.00019281491072
-48.753457021791355,22.382396293173542,0.5510676137858808,2,0.6233058737616937,46.70448122004538,668,100.03029708727163,24.24731167442426,67,21.55874815670048,8.622808767606532,2.022202320142396,5.215817965669374,74.67375971477749
-44.774557629576236,27.003039433356857,0.5938908832039558,2,0.6474047260205705,43.50711338638989,214,99.67367125423112,20.94466316008043,72,24.636612168968362,5.7883112351823645,1.8124672439861618,4.731522093028234,81.45979801022807
-49.275560834515545,45.758758095019694,0.4378405954829316,2,0.7258460174319069,54.20798888827516,285,99.02917263453881,22.241293882355485,24,24.303758373612318,10.232547035959344,1.459179062323011,3.3512319793584675,68.13079336988146
-49.88048478357522,29.522007496152103,0.3666782946049004,2,0.6673517376220444,49.234640607315995,577,99.14245201405808,16.87642578226919,46,14.002954128964891,15.44014278529517,1.739795849821697,2.437642816996161,70.98925042563201
-51.757071178568665,22.732258621661572,0.8284118201287884,2,0.9311609375300633,37.944713953892624,987,99.58139749027268,23.332754487498725,65,28.08930076247936,7.507380499808967,0.9285001807824564,5.813891279570461,73.1887036706652
-42.18293320583946,21.22382643137095,0.5783304237088713,1,0.6925171456680802,68.17368329781849,100,99.4913555013114,20.55802250696448,82,23.051994010478616,7.855844754765587,2.0010004672683883,4.820674040306841,93.98837794358238
-54.092143329710005,33.32719329585188,0.4732996238232968,2,0.7617838218879222,43.73016226228363,949,98.84349646841432,22.15199721184581,89,24.85416203422511,9.279864551029728,2.366642577890094,4.943490338887711,102.63922709338746
-42.33816137660942,16.66851991522791,0.5869031275530839,1,0.5058305952507054,59.27591521174214,640,99.30947911496119,21.818843349282723,40,35.25780775287727,14.991310882889838,2.7176113858864754,2.8767405095399288,84.06850933540267
-47.50067938129814,27.526640361035817,0.48755433702855777,3,0.6139350868085269,58.418566293964815,843,99.42703354292922,25.647770518102654,24,25.79444281527135,6.000485845229515,1.7912470002808993,4.810989236447915,77.34178296300034
-56.99653087400971,33.33230534990022,0.5867156889100187,2,0.5913086305083287,37.40537235085643,761,99.78420012928653,22.52409822273959,11,24.86027633112726,7.692573013118839,2.2396998309669454,3.0320253569666535,47.26792559420617
-48.16175353504289,42.991498205476674,0.5159393197776222,3,0.6045620276697371,39.97612355383515,523,100.00652849403608,14.20017942709734,22,20.87038320050737,12.026648657149888,1.8269006598920399,5.068690298563502,76.8857642370416
-60.50013253825812,36.675480803699955,0.5091271898167573,1,0.7415537993837003,46.98490660299872,801,99.83557080105672,17.027551816128415,14,21.973807268041337,6.2935314509674445,1.1048719045447277,3.8769854970363227,68.33738692824987
-46.87245991584482,22.859348820178212,0.4886418131769211,2,0.8035565067777409,41.34353455421683,369,99.66976836170765,21.131616166783438,57,15.979113651160226,7.427646287065393,0.9784852378527575,2.6702240033524873,79.86952755313838
-45.57384258505505,41.7841931756372,0.35526186665369097,3,0.7344630504634511,67.26456371878689,859,99.68132764288751,21.992073396562834,42,22.422892877947543,15.324933664646696,1.9454021193860953,4.188639004244116,100.27895269415286
-52.961779778260265,27.004849624525225,0.693809489939314,1,0.6773355376433691,47.99824363201488,997,99.73852529798272,13.375554667222708,41,30.13043542385986,15.237550071455246,0.986892257768188,4.525767487418404,89.62292420164735
-49.38226152022209,17.64296977950591,0.40584660797322564,3,0.6369144961287581,58.897490428140685,518,99.97838797185085,15.038089299641854,62,24.131960988989864,11.770827507851953,1.87233156441952,4.6097089227155115,99.67958281929369
